round,query_slug,query,rhea_available_count,rhea_id,equation,balanced,transport,rhea_url,screen_status_round10,training_decision_round10,required_next_check
10,caffeic_acid,caffeic acid,17,74867,(E)-caffeyl aldehyde + NADP(+) + CoA = (E)-caffeoyl-CoA + NADPH + H(+),True,False,https://www.rhea-db.org/rhea/74867,source_rule_candidate_for_phenolic_acid_family,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,dihydrocaffeic_acid,dihydrocaffeic acid,3,24760,"L-dopa + NADH + H(+) = 3-(3,4-dihydroxyphenyl)propanoate + NH4(+) + NAD(+)",True,False,https://www.rhea-db.org/rhea/24760,source_rule_candidate_for_phenolic_acid_family,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,dihydrocaffeic_acid,dihydrocaffeic acid,3,38027,"hydrocaffeoyl-CoA + (E)-caffeate = 3-(3,4-dihydroxyphenyl)propanoate + (E)-caffeoyl-CoA",True,False,https://www.rhea-db.org/rhea/38027,source_rule_candidate_for_phenolic_acid_family,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,dihydrocaffeic_acid,dihydrocaffeic acid,3,79503,"3-(3,4-dihydroxyphenyl)propanoate + NAD(+) = (E)-caffeate + NADH + H(+)",True,False,https://www.rhea-db.org/rhea/79503,source_rule_candidate_for_phenolic_acid_family,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,daidzein,daidzein,6,56048,daidzein + UDP-alpha-D-glucose = daidzein 7-O-beta-D-glucoside + UDP,True,False,https://www.rhea-db.org/rhea/56048,source_rule_candidate_for_isoflavone_glycoside_or_related_step,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,daidzein,daidzein,6,69683,daidzein 7-O-beta-D-glucoside + H2O = daidzein + beta-D-glucose + H(+),True,False,https://www.rhea-db.org/rhea/69683,source_rule_candidate_for_isoflavone_glycoside_or_related_step,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,daidzein,daidzein,6,16445,"(2R,3S)-2,4',7-trihydroxyisoflavanone = daidzein + H2O + H(+)",True,False,https://www.rhea-db.org/rhea/16445,source_rule_candidate_for_isoflavone_glycoside_or_related_step,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,daidzein,daidzein,6,53208,daidzein + reduced [NADPH--hemoprotein reductase] + O2 = 2'-hydroxydaidzein + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),True,False,https://www.rhea-db.org/rhea/53208,source_rule_candidate_for_isoflavone_glycoside_or_related_step,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,daidzein,daidzein,6,78835,"3''-dehydropuerarin = daidzein + 1,5-anhydro-D-erythro-hex-1-en-3-ulose",True,False,https://www.rhea-db.org/rhea/78835,source_rule_candidate_for_isoflavone_glycoside_or_related_step,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,daidzein,daidzein,6,78831,puerarin + 3-dehydro-D-glucose = 3''-dehydropuerarin + D-glucose,True,False,https://www.rhea-db.org/rhea/78831,source_rule_candidate_for_isoflavone_glycoside_or_related_step,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,equol,equol,0,,,,,,no_rhea_hit_for_query,no_label; database absence is not a negative,"try exact compound synonyms, MetaNetX, BRENDA, PubMed, or organism-specific literature"
10,catechin,catechin,1,10616,"(2R,3S)-catechin + NADP(+) + H2O = (2R,3S,4S)-leucocyanidin + NADPH + H(+)",True,False,https://www.rhea-db.org/rhea/10616,related_plant_or_redox_reaction_not_gut_ring_fission,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,urolithin,urolithin,0,,,,,,no_rhea_hit_for_query,no_label; database absence is not a negative,"try exact compound synonyms, MetaNetX, BRENDA, PubMed, or organism-specific literature"
10,fucosyllactose,fucosyllactose,3,62888,lactose + GDP-beta-L-fucose = beta-D-galactosyl-(1->4)-[alpha-L-fucosyl-(1->3)]-D-glucose + GDP + H(+),True,False,https://www.rhea-db.org/rhea/62888,related_biosynthesis_not_target_hydrolysis,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,fucosyllactose,fucosyllactose,3,62900,alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-D-GlcNAc + GDP-beta-L-fucose = alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-D-GlcNAc + GDP + H(+),True,False,https://www.rhea-db.org/rhea/62900,related_biosynthesis_not_target_hydrolysis,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,fucosyllactose,fucosyllactose,3,64016,alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-D-Glc + GDP-beta-L-fucose = alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-D-Glc + GDP + H(+),True,False,https://www.rhea-db.org/rhea/64016,related_biosynthesis_not_target_hydrolysis,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,23532,cholate + ATP + CoA = choloyl-CoA + AMP + diphosphate,True,False,https://www.rhea-db.org/rhea/23532,source_rule_candidate_requires_exactness_check,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,43764,chenodeoxycholate + ATP + CoA = chenodeoxycholoyl-CoA + AMP + diphosphate,True,False,https://www.rhea-db.org/rhea/43764,source_rule_candidate_requires_exactness_check,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,47128,deoxycholate + ATP + CoA = deoxycholoyl-CoA + AMP + diphosphate,True,False,https://www.rhea-db.org/rhea/47128,source_rule_candidate_requires_exactness_check,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,47136,lithocholate + ATP + CoA = lithocholoyl-CoA + AMP + diphosphate,True,False,https://www.rhea-db.org/rhea/47136,source_rule_candidate_requires_exactness_check,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,14541,choloyl-CoA + H2O = cholate + CoA + H(+),True,False,https://www.rhea-db.org/rhea/14541,source_rule_candidate_requires_exactness_check,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,79123,cholate + L-phenylalanine = L-phenylalanocholate + H2O,True,False,https://www.rhea-db.org/rhea/79123,source_rule_candidate_requires_exactness_check,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,16309,taurochenodeoxycholate + H2O = chenodeoxycholate + taurine,True,False,https://www.rhea-db.org/rhea/16309,strong_source_rule_candidate_for_bile_deconjugation,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,19353,glycocholate + H2O = cholate + glycine,True,False,https://www.rhea-db.org/rhea/19353,strong_source_rule_candidate_for_bile_deconjugation,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,79099,cholate + L-histidine = L-histidocholate + H2O,True,False,https://www.rhea-db.org/rhea/79099,source_rule_candidate_requires_exactness_check,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,79111,cholate + L-arginine = L-arginocholate + H2O,True,False,https://www.rhea-db.org/rhea/79111,source_rule_candidate_requires_exactness_check,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,79131,cholate + L-alanine = L-alanocholate + H2O,True,False,https://www.rhea-db.org/rhea/79131,source_rule_candidate_requires_exactness_check,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,79139,cholate + L-serine = L-serocholate + H2O,True,False,https://www.rhea-db.org/rhea/79139,source_rule_candidate_requires_exactness_check,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,bile_salt_hydrolase,bile salt hydrolase,13,79087,an L-alpha-amino acid + cholate = an N-choloyl-L-alpha-amino acid + H2O,True,False,https://www.rhea-db.org/rhea/79087,source_rule_candidate_requires_exactness_check,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
10,phenolic_acid_decarboxylase,phenolic acid decarboxylase,1,12749,"3,4,5-trihydroxybenzoate + H(+) = 1,2,3-trihydroxybenzene + CO2",True,False,https://www.rhea-db.org/rhea/12749,source_rule_candidate_for_phenolic_acid_family,source_rule_candidate_not_positive_label,"map participants to substrate/product IDs, confirm direction, EC/source, license, and whether this is exact to food-gut target"
