row_id,gap_family,candidate_status,substrate_name,substrate_smiles,substrate_inchikey,product_name,product_smiles,product_inchikey,reaction_category,reaction_type,macro_module,source_dataset,source_id,evidence_type,evidence_level,confidence_level,enzyme_name,microbe_or_strain,in_reactions_parquet,in_clean_candidates_full_positive,exact_holdout_pair,pubmed_spot_checked,pubchem_spot_checked_block1,validation_status,training_allowed_round2,recommended_next_action
round2_ellagitannin_urolithin_multistep_0011,ellagitannin_urolithin_multistep,pipeline_recovery_candidate,urolithin C,C1=CC2=C(C=C1O)OC(=O)C3=CC(=C(C=C23)O)O,HHXMEXZVPJFAIJ-UHFFFAOYSA-N,urolithin A,C1=CC2=C(C=C1O)C(=O)OC3=C2C=CC(=C3)O,RIUPLDUFZCXCHM-UHFFFAOYSA-N,polyphenol_urolithin,A multi-subunit molybdoenzyme removes the 9-hydroxyl group from urolithin C to generate urolithin A.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:39856097;DOI:10.1038/s41467-025-56266-2,direct_enzyme_assay,4,direct_enzyme_assay,urolithin C dehydroxylase (Ucd molybdoenzyme),Enterocloster bolteae-related Enterocloster spp.; Enterocloster clostridioformis-related isolates,True,False,False,False,True,spot_checked,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_ellagitannin_urolithin_multistep_0012,ellagitannin_urolithin_multistep,pipeline_recovery_candidate,urolithin A,C1=CC2=C(C=C1O)C(=O)OC3=C2C=CC(=C3)O,RIUPLDUFZCXCHM-UHFFFAOYSA-N,urolithin B,C1=CC=C2C(=C1)C3=C(C=C(C=C3)O)OC2=O,WXUQMTRHPNOXBV-UHFFFAOYSA-N,polyphenol_urolithin,Ellagibacter and related gut bacteria can continue dehydroxylation from urolithin A toward urolithin B.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:29583112;DOI:10.1099/ijsem.0.002735,strain_fermentation,4,strain_fermentation,urolithin dehydroxylase activity,Ellagibacter isourolithinifaciens (DSM 104140); Enterocloster spp. carrying ucd-like genes,True,False,False,False,True,spot_checked,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_ellagitannin_urolithin_multistep_0013,ellagitannin_urolithin_multistep,pipeline_recovery_candidate,urolithin C,C1=CC2=C(C=C1O)OC(=O)C3=CC(=C(C=C23)O)O,HHXMEXZVPJFAIJ-UHFFFAOYSA-N,isourolithin A,C1=CC2=C(C=C1O)C3=C(C=C(C=C3)O)OC2=O,WDGSXHQNUPZEHA-UHFFFAOYSA-N,polyphenol_urolithin,Ellagibacter produces isourolithin A from urolithin C through an alternate regioselective dehydroxylation route.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:29583112;DOI:10.1099/ijsem.0.002735,strain_fermentation,4,strain_fermentation,regioselective urolithin dehydroxylase activity,Ellagibacter isourolithinifaciens (DSM 104140),True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_ellagitannin_urolithin_multistep_0014,ellagitannin_urolithin_multistep,pipeline_recovery_candidate,isourolithin A,C1=CC2=C(C=C1O)C3=C(C=C(C=C3)O)OC2=O,WDGSXHQNUPZEHA-UHFFFAOYSA-N,urolithin B,C1=CC=C2C(=C1)C3=C(C=C(C=C3)O)OC2=O,WXUQMTRHPNOXBV-UHFFFAOYSA-N,polyphenol_urolithin,Isourolithin A is further dehydroxylated to urolithin B in isourolithin-producing gut isolates.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:29583112;DOI:10.1099/ijsem.0.002735,strain_fermentation,4,strain_fermentation,urolithin dehydroxylase activity,Ellagibacter isourolithinifaciens (DSM 104140),True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_ellagitannin_urolithin_multistep_0015,ellagitannin_urolithin_multistep,pipeline_recovery_candidate,urolithin C,C1=CC2=C(C=C1O)OC(=O)C3=CC(=C(C=C23)O)O,HHXMEXZVPJFAIJ-UHFFFAOYSA-N,urolithin A,C1=CC2=C(C=C1O)C(=O)OC3=C2C=CC(=C3)O,RIUPLDUFZCXCHM-UHFFFAOYSA-N,functional_group_removal,urolithin C -> urolithin A by human gut dehydroxylase,small_molecule_polyphenol,foodgut_curated_reaction_evidence,PMID:39856097;DOI:10.1038/s41467-025-56266-2,primary_literature,4,high,dehydroxylase,Enterocloster species,True,False,False,False,True,spot_checked,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_ellagitannin_urolithin_multistep_0016,ellagitannin_urolithin_multistep,pipeline_recovery_candidate,isourolithin A,C1=CC2=C(C=C1O)C3=C(C=C(C=C3)O)OC2=O,WDGSXHQNUPZEHA-UHFFFAOYSA-N,urolithin B,C1=CC=C2C(=C1)C3=C(C=C(C=C3)O)OC2=O,WXUQMTRHPNOXBV-UHFFFAOYSA-N,functional_group_removal,isourolithin A -> urolithin B by human gut dehydroxylase,small_molecule_polyphenol,foodgut_curated_reaction_evidence,PMID:39856097;DOI:10.1038/s41467-025-56266-2,primary_literature,4,high,dehydroxylase,Enterocloster species,True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_ellagitannin_urolithin_multistep_0017,ellagitannin_urolithin_multistep,pipeline_recovery_candidate,urolithin D,C1=CC(=C(C2=C1C3=CC(=C(C=C3C(=O)O2)O)O)O)O,NEZDQSKPNPRYAW-UHFFFAOYSA-N,urolithin C,C1=CC2=C(C=C1O)OC(=O)C3=CC(=C(C=C23)O)O,HHXMEXZVPJFAIJ-UHFFFAOYSA-N,functional_group_removal,urolithin D -> urolithin C by human gut urolithin-producing bacteria,small_molecule_polyphenol,foodgut_curated_reaction_evidence,PMID:36840624;DOI:10.1021/acs.jafc.2c08889,primary_literature,4,high,dehydroxylase,Gordonibacter spp. / Ellagibacter isourolithinifaciens,True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_ellagitannin_urolithin_multistep_0018,ellagitannin_urolithin_multistep,pipeline_recovery_candidate,urolithin M6,C1=CC2=C(C=C1O)OC(=O)C3=CC(=C(C(=C23)O)O)O,LGXFTZDSEIQMMP-UHFFFAOYSA-N,urolithin C,C1=CC2=C(C=C1O)OC(=O)C3=CC(=C(C=C23)O)O,HHXMEXZVPJFAIJ-UHFFFAOYSA-N,functional_group_removal,urolithin M6 -> urolithin C by urolithin-producing human gut bacteria,small_molecule_polyphenol,foodgut_curated_reaction_evidence,PMID:36840624;DOI:10.1021/acs.jafc.2c08889,primary_literature,4,high,dehydroxylase,Gordonibacter spp. / Ellagibacter isourolithinifaciens,True,False,False,False,False,local_source_present_needs_external_check,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_isoflavone_reductive_metabolism_0019,isoflavone_reductive_metabolism,do_not_train_exact_holdout,daidzein,C1=CC(=CC=C1C2=COC3=CC(=CC=C3C2=O)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,equol,C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,polyphenol_isoflavone,reduction (net; isoflavone->isoflavan),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:22113864;DOI:10.3945/jn.111.148247,pure strain + gnotobiotic in vivo,4,high,daidzein reductase / dihydrodaidzein reductase / THD reductase,Slackia isoflavoniconvertens; Adlercreutzia equolifaciens; Lactococcus garvieae 20-92,False,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
round2_isoflavone_reductive_metabolism_0020,isoflavone_reductive_metabolism,do_not_train_exact_holdout,daidzein,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,dihydrodaidzein,C1C(C(=O)C2=C(O1)C=C(C=C2)O)C3=CC=C(C=C3)O,JHYXBPPMXZIHKG-UHFFFAOYSA-N,polyphenol_equol,DZNR reduces the isoflavone C-ring double bond of daidzein to dihydrodaidzein.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:23542626;DOI:10.1128/AEM.03693-12,direct_enzyme_assay,4,direct_enzyme_assay,daidzein reductase (DZNR),Slackia isoflavoniconvertens (DSM 22006); Slackia sp. (NATTS); Lactococcus sp. (20-92),True,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
round2_isoflavone_reductive_metabolism_0021,isoflavone_reductive_metabolism,pipeline_recovery_candidate,dihydrodaidzein,C1C(C(=O)C2=C(O1)C=C(C=C2)O)C3=CC=C(C=C3)O,JHYXBPPMXZIHKG-UHFFFAOYSA-N,tetrahydrodaidzein,C1CC2=C(C(COC2=CC1=O)C3=CC=C(C=C3)O)O,QFXXJMITDXIRBB-UHFFFAOYSA-N,polyphenol_equol,DHDR reduces dihydrodaidzein to tetrahydrodaidzein in the equol biosynthetic enzyme system.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:23542626;DOI:10.1128/AEM.03693-12,direct_enzyme_assay,4,direct_enzyme_assay,dihydrodaidzein reductase (DHDR),Slackia isoflavoniconvertens (DSM 22006); Slackia sp. (NATTS); Lactococcus sp. (20-92),True,False,False,True,False,spot_checked,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_isoflavone_reductive_metabolism_0022,isoflavone_reductive_metabolism,pipeline_recovery_candidate,tetrahydrodaidzein,C1CC2=C(C(COC2=CC1=O)C3=CC=C(C=C3)O)O,QFXXJMITDXIRBB-UHFFFAOYSA-N,equol,C1[C@H](COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,polyphenol_equol,THDR converts tetrahydrodaidzein to S-equol through a radical-like reductive mechanism characterized biochemically.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:20515029;DOI:10.1021/bi100465y,direct_enzyme_assay,4,direct_enzyme_assay,tetrahydrodaidzein reductase (THDR),Slackia sp. (NATTS); Slackia isoflavoniconvertens (DSM 22006); Lactococcus sp. (20-92),True,False,False,False,True,spot_checked,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_isoflavone_reductive_metabolism_0023,isoflavone_reductive_metabolism,do_not_train_exact_holdout,daidzein,C1=CC(=CC=C1C2=COC3=CC(=CC=C3C2=O)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,dihydrodaidzein,C1C(C(=O)C2=C(O1)C=C(C=C2)O)C3=CC=C(C=C3)O,JHYXBPPMXZIHKG-UHFFFAOYSA-N,polyphenol_isoflavone,reduction (C2=C3),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:11195098;DOI:10.1007/s002030000222,pure strain,4,high,isoflavone-specific reductase,human gut strain HGH6 (gram-positive),True,False,True,False,True,spot_checked,False,replace with independent non-holdout examples
round2_isoflavone_reductive_metabolism_0024,isoflavone_reductive_metabolism,already_in_clean_candidate_pool,daidzin,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,KYQZWONCHDNPDP-QNDFHXLGSA-N,daidzein,C1=CC(=CC=C1C2=COC3=CC(=CC=C3C2=O)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,isoflavone_glycoside,deglycosylation (O-glucoside hydrolysis),carbohydrate_glycan,benchmark_ssrf_rclss_2026-05-22,PMID:11195098;DOI:10.1007/s002030000222,pure strain,4,high,beta-glucosidase,Escherichia coli HGH21; strain HGH6,True,True,False,False,True,spot_checked,False,use as coverage control; do not count as new gap fix
round2_isoflavone_reductive_metabolism_0025,isoflavone_reductive_metabolism,positive_pool_to_reactions_candidate,daidzein,C1=CC(=CC=C1C2=COC3=CC(=CC=C3C2=O)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,O-desmethylangolensin,CC(C1=CC=C(C=C1)O)C(=O)C2=C(C=C(C=C2)O)O,JDJPNKPFDDUBFV-UHFFFAOYSA-N,polyphenol_isoflavone,C-ring cleavage (reductive),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:24561352;DOI:10.1016/j.jchromb.2014.01.048,fecal fermentation + human intervention,3,medium,unknown (dihydrodaidzein C-ring lyase),mixed human fecal bacteria (ODMA-producer metabotype),False,False,False,False,True,spot_checked,False,verify source and decide whether ltr_build filters should admit this reaction
round2_isoflavone_reduction_0026,isoflavone_reduction,do_not_train_exact_holdout,daidzein,C1=CC(=CC=C1C2=COC3=CC(=CC=C3C2=O)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,equol,C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,polyphenol_isoflavone,reduction (net; isoflavone->isoflavan),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:22113864;DOI:10.3945/jn.111.148247,pure strain + gnotobiotic in vivo,4,high,daidzein reductase / dihydrodaidzein reductase / THD reductase,Slackia isoflavoniconvertens; Adlercreutzia equolifaciens; Lactococcus garvieae 20-92,False,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
round2_isoflavone_reduction_0027,isoflavone_reduction,do_not_train_exact_holdout,daidzein,C1=CC(=CC=C1C2=COC3=CC(=CC=C3C2=O)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,dihydrodaidzein,C1C(C(=O)C2=C(O1)C=C(C=C2)O)C3=CC=C(C=C3)O,JHYXBPPMXZIHKG-UHFFFAOYSA-N,polyphenol_isoflavone,reduction (C2=C3),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:11195098;DOI:10.1007/s002030000222,pure strain,4,high,isoflavone-specific reductase,human gut strain HGH6 (gram-positive),True,False,True,False,True,spot_checked,False,replace with independent non-holdout examples
round2_isoflavone_reduction_0028,isoflavone_reduction,do_not_train_exact_holdout,genistein,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,TZBJGXHYKVUXJN-UHFFFAOYSA-N,dihydrogenistein,C1C(C(=O)C2=C(C=C(C=C2O1)O)O)C3=CC=C(C=C3)O,UQGVUYNHDKMLSE-UHFFFAOYSA-N,polyphenol_isoflavone,reduction (C2=C3),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:11195098;DOI:10.1007/s002030000222,pure strain,4,high,isoflavone-specific reductase,human gut strain HGH6 (gram-positive),True,False,True,False,False,local_source_present_needs_external_check,False,replace with independent non-holdout examples
round2_isoflavone_reduction_0029,isoflavone_reduction,do_not_train_exact_holdout,daidzein,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,dihydrodaidzein,C1C(C(=O)C2=C(O1)C=C(C=C2)O)C3=CC=C(C=C3)O,JHYXBPPMXZIHKG-UHFFFAOYSA-N,polyphenol_equol,DZNR reduces the isoflavone C-ring double bond of daidzein to dihydrodaidzein.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:23542626;DOI:10.1128/AEM.03693-12,direct_enzyme_assay,4,direct_enzyme_assay,daidzein reductase (DZNR),Slackia isoflavoniconvertens (DSM 22006); Slackia sp. (NATTS); Lactococcus sp. (20-92),True,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
round2_isoflavone_reduction_0030,isoflavone_reduction,pipeline_recovery_candidate,dihydrodaidzein,C1C(C(=O)C2=C(O1)C=C(C=C2)O)C3=CC=C(C=C3)O,JHYXBPPMXZIHKG-UHFFFAOYSA-N,tetrahydrodaidzein,C1CC2=C(C(COC2=CC1=O)C3=CC=C(C=C3)O)O,QFXXJMITDXIRBB-UHFFFAOYSA-N,polyphenol_equol,DHDR reduces dihydrodaidzein to tetrahydrodaidzein in the equol biosynthetic enzyme system.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:23542626;DOI:10.1128/AEM.03693-12,direct_enzyme_assay,4,direct_enzyme_assay,dihydrodaidzein reductase (DHDR),Slackia isoflavoniconvertens (DSM 22006); Slackia sp. (NATTS); Lactococcus sp. (20-92),True,False,False,True,False,spot_checked,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_isoflavone_reduction_0031,isoflavone_reduction,positive_pool_to_reactions_candidate,daidzein,C1=CC(=CC=C1C2=COC3=CC(=CC=C3C2=O)O)O,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,O-desmethylangolensin,CC(C1=CC=C(C=C1)O)C(=O)C2=C(C=C(C=C2)O)O,JDJPNKPFDDUBFV-UHFFFAOYSA-N,polyphenol_isoflavone,C-ring cleavage (reductive),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:24561352;DOI:10.1016/j.jchromb.2014.01.048,fecal fermentation + human intervention,3,medium,unknown (dihydrodaidzein C-ring lyase),mixed human fecal bacteria (ODMA-producer metabotype),False,False,False,False,True,spot_checked,False,verify source and decide whether ltr_build filters should admit this reaction
round2_isoflavone_reduction_0032,isoflavone_reduction,pipeline_recovery_candidate,tetrahydrodaidzein,C1CC2=C(C(COC2=CC1=O)C3=CC=C(C=C3)O)O,QFXXJMITDXIRBB-UHFFFAOYSA-N,equol,C1[C@H](COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,polyphenol_equol,THDR converts tetrahydrodaidzein to S-equol through a radical-like reductive mechanism characterized biochemically.,small_molecule_polyphenol,curated_literature_gap7_import_ready_v1,PMID:20515029;DOI:10.1021/bi100465y,direct_enzyme_assay,4,direct_enzyme_assay,tetrahydrodaidzein reductase (THDR),Slackia sp. (NATTS); Slackia isoflavoniconvertens (DSM 22006); Lactococcus sp. (20-92),True,False,False,False,True,spot_checked,False,trace why positive reaction is absent from clean_candidates_full before retraining
round2_isoflavone_c_glycoside_conversion_no_local_match,isoflavone_c_glycoside_conversion,absent_from_local_positive_pool,,,,,,,,,,,,,,,,,,,,,,external_curation_required,False,extract exact substrate/product pairs from cited external source before training; local matches were absent or below the Round 2 evidence/source-id threshold
round2_lignan_deglucosylation_0034,lignan_deglucosylation,do_not_train_exact_holdout,secoisolariciresinol,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O,PUETUDUXMCLALY-HOTGVXAUSA-N,enterodiol,C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO,DWONJCNDULPHLV-HOTGVXAUSA-N,polyphenol_lignan,demethylation + dehydroxylation (net),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:19302311;DOI:10.1111/j.1365-2672.2009.04209.x,pure strain (in vitro),4,high,uncharacterized O-demethylase; dehydroxylase,Peptostreptococcus productus; Eubacterium limosum; Clostridium methoxybenzovorans; Eggerthella lenta,False,False,True,False,False,local_source_present_needs_external_check,False,replace with independent non-holdout examples
round2_lignan_deglucosylation_0035,lignan_deglucosylation,do_not_train_exact_holdout,enterodiol,C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO,DWONJCNDULPHLV-HOTGVXAUSA-N,enterolactone,C1C(C(C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,HVDGDHBAMCBBLR-PBHICJAKSA-N,polyphenol_lignan,oxidation / dehydrogenation (lactonization),small_molecule_polyphenol,benchmark_ssrf_rclss_2026-05-22,PMID:17196483;DOI:10.1016/j.syapm.2006.02.003,pure strain + gnotobiotic in vivo,4,high,enterodiol dehydrogenase (Lactonifactor),Lactonifactor longoviformis,True,False,True,True,True,spot_checked,False,replace with independent non-holdout examples
